Age,Education,Skills,Interests,Recommended_Career
33,PhD,git linux mobile ui ansible,automation infrastructure engineering technology,DevOps Engineer
28,Master's,feature engineering python machine learning,technology software engineering,Machine Learning Engineer
39,Master's,communication documentation agile stakeholder management leadership scrum,business team collaboration strategy,Project Manager
39,Bachelor's,text classification deep learning pytorch,linguistics technology language,NLP Engineer
26,Bachelor's,python incident response vulnerability assessment network security,problem solving cybersecurity technology,Cybersecurity Analyst
20,Master's,data augmentation image processing convolutional neural networks object detection,photography computer vision research artificial intelligence,Computer Vision Engineer
26,Master's,mobile ui firebase ios react native,design technology user experience app development,Mobile Developer
34,Master's,deep learning scikit-learn docker tensorflow feature engineering pytorch,research software engineering artificial intelligence automation,Machine Learning Engineer
21,Bachelor's,shell scripting ansible terraform monitoring,automation infrastructure technology engineering,DevOps Engineer
23,Bachelor's,react native flutter java kotlin swift,technology user experience app development design,Mobile Developer
27,Bachelor's,kotlin firebase rest api swift,mobile technology technology,Mobile Developer
25,Bachelor's,model deployment feature engineering machine learning,research automation artificial intelligence,Machine Learning Engineer
40,PhD,excel analytics content planning editing seo,writing communications creativity,Content Strategist
26,PhD,firewalls python vulnerability assessment siem linux,digital forensics cybersecurity privacy problem solving,Cybersecurity Analyst
36,Bachelor's,pytorch transformers text classification nltk deep learning,artificial intelligence technology,NLP Engineer
26,Master's,python data augmentation tensorflow computer vision,research photography,Computer Vision Engineer
38,Master's,data warehousing kafka spark,big data data engineering,Data Engineer
34,Bachelor's,pandas sql scikit-learn data analysis numpy data visualization,artificial intelligence data science,Data Scientist
20,PhD,shell scripting aws kubernetes docker ansible linux,system reliability infrastructure engineering automation,DevOps Engineer
20,Master's,data analysis social media marketing ppc google analytics marketing automation email marketing,creativity social media communications,Digital Marketer
40,Master's,docker aws google cloud cloud architecture,automation infrastructure,Cloud Engineer
33,Bachelor's,machine learning sql data analysis scikit-learn,analytics data science,Data Scientist
24,Master's,statistics deep learning mathematics python,academia artificial intelligence research,AI Researcher
21,Master's,shell scripting docker ansible monitoring terraform,system reliability automation infrastructure technology,DevOps Engineer
22,PhD,kubernetes linux google cloud,automation cloud computing infrastructure,Cloud Engineer
30,Master's,react webpack typescript figma html,technology web development,Frontend Developer
30,Bachelor's,agile power bi stakeholder management requirements gathering documentation,problem solving business strategy analytics,Business Analyst
27,Bachelor's,sql tableau business intelligence python,analytics business decision making finance,Data Analyst
23,Bachelor's,css usability testing user research,user experience creativity,UI/UX Designer
33,Master's,google cloud docker kubernetes cloud architecture ci/cd,technology cloud computing,Cloud Engineer
26,PhD,agile jira communication,strategy management business leadership,Project Manager
27,PhD,prototyping usability testing sketch,creativity user experience psychology,UI/UX Designer
26,Master's,adobe xd usability testing css design thinking wireframing prototyping,user experience technology creativity design,UI/UX Designer
29,Bachelor's,pcb design assembly embedded linux c c++ hardware programming,hardware engineering electronics automation,Embedded Systems Engineer
24,Master's,marketing editing social media content writing,writing marketing media communications,Content Strategist
35,PhD,hardware programming c assembly c++ embedded linux,hardware automation electronics,Embedded Systems Engineer
28,Master's,serial communication c assembly,electronics engineering,Embedded Systems Engineer
20,Bachelor's,html responsive design vue typescript webpack figma,creative coding design technology,Frontend Developer
35,Bachelor's,css rest api git sql docker react,entrepreneurship web development problem solving,Full Stack Developer
19,Bachelor's,machine learning scikit-learn python statistics sql deep learning,analytics research technology data science,Data Scientist
21,Master's,python image processing computer vision pytorch object detection,artificial intelligence photography research,Computer Vision Engineer
26,Master's,javascript react git css nodejs,technology entrepreneurship problem solving,Full Stack Developer
33,Bachelor's,android java rest api,mobile technology design technology,Mobile Developer
40,PhD,embedded linux c serial communication microcontrollers assembly hardware programming,engineering hardware iot automation,Embedded Systems Engineer
34,Bachelor's,requirements gathering agile sql power bi,problem solving analytics business management,Business Analyst
21,Master's,databases python system design,software development problem solving engineering,Backend Developer
24,Master's,python research pytorch paper writing,academia research artificial intelligence,AI Researcher
28,Master's,mongodb mlops scikit-learn machine learning,technology research,Machine Learning Engineer
33,Bachelor's,incident response siem cryptography ethical hacking python,problem solving privacy technology cybersecurity,Cybersecurity Analyst
30,Bachelor's,pandas numpy sql,technology artificial intelligence data science,Data Scientist
20,Master's,react javascript rest api docker css,software engineering web development technology problem solving,Full Stack Developer
40,Master's,seo email marketing copywriting,business marketing communications,Digital Marketer
26,Master's,scrum documentation agile jira stakeholder management communication,leadership business team collaboration,Project Manager
35,Bachelor's,risk management scrum project planning leadership,team collaboration leadership,Project Manager
30,Bachelor's,ios kotlin android java,app development technology design user experience,Mobile Developer
23,Master's,data pipelines hadoop sql data warehousing etl,analytics big data technology,Data Engineer
22,Master's,nodejs react git rest api sql css,technology entrepreneurship problem solving web development,Full Stack Developer
32,Master's,excel python pandas tableau,finance analytics business,Data Analyst
20,PhD,data pipelines cloud platforms airflow etl sql kafka,data engineering analytics infrastructure,Data Engineer
25,Master's,spring boot microservices nodejs java,software development system architecture,Backend Developer
19,Bachelor's,nodejs system design java databases python spring boot,software development problem solving,Backend Developer
23,PhD,object detection agile data augmentation python deep learning,research artificial intelligence,Computer Vision Engineer
35,PhD,deep learning image processing opencv pytorch python,photography research,Computer Vision Engineer
29,Bachelor's,model deployment deep learning python,research technology software engineering artificial intelligence,Machine Learning Engineer
40,PhD,tensorflow computer vision object detection image processing opencv python,computer vision research,Computer Vision Engineer
20,PhD,typescript model deployment scikit-learn tensorflow feature engineering,automation research technology software engineering,Machine Learning Engineer
27,Bachelor's,deep learning text classification natural language processing nltk transformers,linguistics technology language,NLP Engineer
22,Bachelor's,figma html javascript ui development react css,creative coding user experience technology web development,Frontend Developer
22,Master's,adobe xd prototyping wireframing design thinking sketch usability testing,technology creativity psychology,UI/UX Designer
23,PhD,deep learning scikit-learn python feature engineering machine learning,artificial intelligence technology research,Machine Learning Engineer
35,Bachelor's,tableau tensorflow pandas business intelligence statistics reporting,finance data science,Data Analyst
32,PhD,business intelligence data analysis sql stakeholder management agile power bi,problem solving analytics business,Business Analyst
32,Master's,computer vision python mathematics tensorflow pytorch deep learning,artificial intelligence academia,AI Researcher
37,Bachelor's,model deployment python machine learning mlops deep learning,research software engineering,Machine Learning Engineer
19,Master's,microcontrollers c++ rtos image processing assembly,iot electronics automation hardware,Embedded Systems Engineer
26,PhD,networking docker aws azure linux kubernetes,engineering cloud computing,Cloud Engineer
20,Bachelor's,statistics sql business intelligence data visualization pandas tableau,data science finance,Data Analyst
37,Bachelor's,prototyping design thinking css usability testing figma user research,creativity psychology,UI/UX Designer
26,Master's,databases system design nodejs,technology engineering,Backend Developer
33,Bachelor's,ui development react figma typescript webpack,web development technology user experience,Frontend Developer
25,PhD,microservices nodejs sql spring boot docker,technology problem solving software development system architecture,Backend Developer
32,Bachelor's,network security ethical hacking firewalls penetration testing siem,technology problem solving cybersecurity,Cybersecurity Analyst
36,PhD,marketing content planning copywriting content writing seo editing,creativity media writing marketing,Content Strategist
24,Master's,cloud architecture docker aws,infrastructure automation,Cloud Engineer
31,Bachelor's,python deep learning tensorflow model deployment mlops feature engineering,automation software engineering,Machine Learning Engineer
25,Bachelor's,rest api flutter ios swift react native firebase,app development technology,Mobile Developer
25,Bachelor's,jira communication agile,business team collaboration,Project Manager
26,Master's,marketing automation google analytics email marketing copywriting data analysis ppc,creativity business communications,Digital Marketer
23,Bachelor's,siem network security cryptography vulnerability assessment penetration testing firewalls,cybersecurity digital forensics problem solving privacy,Cybersecurity Analyst
34,Bachelor's,ios flutter rest api mobile ui firebase,technology mobile technology app development design,Mobile Developer
31,Master's,agile power bi business intelligence stakeholder management,analytics management strategy,Business Analyst
38,Bachelor's,spark data pipelines cloud platforms,big data technology,Data Engineer
24,Bachelor's,bert huggingface natural language processing,research artificial intelligence technology,NLP Engineer
20,PhD,natural language processing tensorflow computer vision paper writing mathematics research,innovation technology,AI Researcher
22,Bachelor's,text classification pytorch feature engineering docker tensorflow,research artificial intelligence technology automation,Machine Learning Engineer
21,Master's,power bi statistics sql,business analytics,Data Analyst
19,Bachelor's,ppc content marketing data analysis google analytics,social media business,Digital Marketer
37,Master's,data pipelines etl data warehousing spark airflow sql,technology analytics big data data engineering,Data Engineer
26,Master's,numpy statistics deep learning data visualization machine learning scikit-learn,artificial intelligence research analytics,Data Scientist
27,Bachelor's,swift java react native firebase,app development user experience design mobile technology,Mobile Developer
35,Bachelor's,agile requirements gathering excel sql,management problem solving strategy,Business Analyst
40,Master's,etl data warehousing sql,technology big data data engineering analytics,Data Engineer
26,PhD,android swift copywriting kotlin rest api flutter,user experience technology mobile technology,Mobile Developer
22,Bachelor's,pytorch computer vision deep learning,research artificial intelligence technology,Computer Vision Engineer
18,Master's,object detection python image processing,photography computer vision technology research,Computer Vision Engineer
33,Bachelor's,python model deployment tensorflow mlops docker deep learning,software engineering automation technology,Machine Learning Engineer
20,Bachelor's,rest api java mobile ui,design mobile technology user experience,Mobile Developer
31,PhD,docker monitoring ansible,engineering infrastructure system reliability,DevOps Engineer
30,Master's,figma ui development javascript css,technology web development creative coding,Frontend Developer
35,Bachelor's,rest api mobile ui swift flutter react native,mobile technology app development technology design,Mobile Developer
32,Bachelor's,sql data analysis deep learning scikit-learn python,research technology artificial intelligence data science,Data Scientist
38,Master's,sql css rest api mongodb react git,entrepreneurship technology web development problem solving,Full Stack Developer
33,Master's,social media marketing branding copywriting content marketing,marketing social media communications,Digital Marketer
30,Bachelor's,python system design docker,engineering system architecture software development problem solving,Backend Developer
20,Bachelor's,deep learning docker mlops python model deployment machine learning,research technology automation software engineering,Machine Learning Engineer
37,Master's,data analysis pandas deep learning sql,research data science,Data Scientist
29,Bachelor's,kotlin react native android flutter rest api firebase,technology user experience app development mobile technology,Mobile Developer
37,Master's,data warehousing cloud platforms usability testing,technology big data analytics data engineering,Data Engineer
18,Bachelor's,statistics data analysis scikit-learn data visualization deep learning,analytics technology research artificial intelligence,Data Scientist
25,Bachelor's,javascript vue react responsive design,user experience web development,Frontend Developer
40,PhD,jira scrum risk management leadership agile,management business leadership strategy,Project Manager
35,Bachelor's,python power bi data visualization,finance data science,Data Analyst
37,Master's,sql etl cloud platforms kafka spark data warehousing,analytics big data technology infrastructure,Data Engineer
23,Bachelor's,process modeling agile power bi,analytics management,Business Analyst
18,Bachelor's,pytorch transformers nltk,artificial intelligence language linguistics research,NLP Engineer
21,Bachelor's,prototyping css adobe xd design thinking user research,technology creativity user experience design,UI/UX Designer
24,Bachelor's,nodejs mongodb css,web development entrepreneurship problem solving,Full Stack Developer
23,Bachelor's,sql docker html,entrepreneurship technology problem solving web development,Full Stack Developer
40,PhD,transformers python deep learning,research technology,NLP Engineer
24,Bachelor's,javascript rest api sql docker git react,software engineering problem solving,Full Stack Developer
29,Master's,natural language processing python research,technology innovation,AI Researcher
23,Bachelor's,statistics paper writing deep learning python pytorch mathematics,technology artificial intelligence,AI Researcher
24,Master's,assembly iot rtos pcb design,iot automation electronics engineering,Embedded Systems Engineer
36,Bachelor's,terraform linux networking cloud architecture docker,automation engineering,Cloud Engineer
37,Master's,ui design wireframing user research usability testing,psychology user experience design technology,UI/UX Designer
24,Bachelor's,sketch ui design design thinking,user experience creativity psychology design,UI/UX Designer
40,Bachelor's,statistics deep learning data analysis,research artificial intelligence data science technology,Data Scientist
26,Bachelor's,ppc content marketing social media marketing,communications business creativity social media,Digital Marketer
19,Master's,requirements gathering stakeholder management agile,analytics strategy problem solving,Business Analyst
38,Bachelor's,css react mongodb sql,problem solving web development technology entrepreneurship,Full Stack Developer
31,Bachelor's,marketing seo storytelling analytics,creativity media,Content Strategist
25,Bachelor's,pytorch paper writing research tensorflow computer vision deep learning,artificial intelligence research technology,AI Researcher
18,PhD,excel statistics tableau,finance decision making business,Data Analyst
20,Bachelor's,flutter mobile ui ios rest api,user experience design technology,Mobile Developer
27,Master's,monitoring shell scripting git,infrastructure technology,DevOps Engineer
25,Bachelor's,content writing seo copywriting,creativity communications marketing writing,Content Strategist
31,Bachelor's,data augmentation deep learning image processing computer vision object detection,technology research computer vision artificial intelligence,Computer Vision Engineer
19,Master's,react docker javascript rest api mongodb,technology problem solving software engineering,Full Stack Developer
38,Bachelor's,numpy deep learning sql scikit-learn statistics,data science technology,Data Scientist
33,Bachelor's,sketch ui design css design thinking prototyping,design psychology creativity,UI/UX Designer
36,Master's,statistics machine learning deep learning python,analytics technology,Data Scientist
39,Bachelor's,sql data analysis excel,management business,Business Analyst
18,Bachelor's,network security firewalls vulnerability assessment cryptography ethical hacking incident response,problem solving privacy,Cybersecurity Analyst
40,Master's,excel sql business intelligence stakeholder management,strategy management,Business Analyst
26,Bachelor's,hardware programming pcb design serial communication,hardware iot,Embedded Systems Engineer
31,Master's,aws terraform shell scripting monitoring git,automation infrastructure,DevOps Engineer
39,PhD,documentation sql data analysis business intelligence agile excel,business strategy,Business Analyst
23,PhD,network security python cryptography ethical hacking,technology digital forensics,Cybersecurity Analyst
19,Bachelor's,marketing automation data analysis email marketing copywriting ppc social media marketing,creativity marketing,Digital Marketer
26,Bachelor's,c++ iot serial communication,electronics engineering automation hardware,Embedded Systems Engineer
27,Bachelor's,spacy natural language processing huggingface pytorch bert python,research artificial intelligence technology,NLP Engineer
23,Bachelor's,deep learning data visualization python machine learning sql,data science artificial intelligence research,Data Scientist
25,Master's,paper writing python mathematics,academia technology,AI Researcher
36,Master's,css responsive design vue,creative coding design web development,Frontend Developer
30,PhD,sql business intelligence requirements gathering process modeling,problem solving management strategy,Business Analyst
22,Master's,communication documentation project planning jira leadership,leadership strategy business,Project Manager
20,Master's,hardware programming embedded linux c++ iot,automation electronics engineering,Embedded Systems Engineer
18,Bachelor's,requirements gathering excel sql documentation,strategy analytics,Business Analyst
29,Master's,content writing copywriting marketing editing,marketing creativity media,Content Strategist
27,Bachelor's,vulnerability assessment incident response cryptography linux network security,technology privacy cybersecurity,Cybersecurity Analyst
34,PhD,deep learning research natural language processing computer vision mathematics,artificial intelligence technology innovation academia,AI Researcher
31,Bachelor's,android flutter data visualization,design technology,Mobile Developer
29,Bachelor's,prototyping design thinking user research wireframing css adobe xd,design creativity,UI/UX Designer
24,Bachelor's,python nltk spacy transformers pytorch deep learning,research language,NLP Engineer
34,Master's,typescript vue html webpack,design creative coding web development,Frontend Developer
25,Master's,kotlin java flutter mobile ui,technology user experience,Mobile Developer
38,Bachelor's,content planning analytics editing seo marketing content writing,marketing writing,Content Strategist
21,Master's,figma ui design design thinking prototyping adobe xd css,psychology technology,UI/UX Designer
39,Master's,text classification bert transformers deep learning nltk,linguistics technology artificial intelligence,NLP Engineer
22,Bachelor's,ci/cd azure aws,technology cloud computing automation,Cloud Engineer
21,Bachelor's,content planning storytelling marketing,media creativity,Content Strategist
21,Bachelor's,content marketing marketing automation social media marketing ppc google analytics,social media marketing business communications,Digital Marketer
29,PhD,process modeling agile data analysis,management strategy business,Business Analyst
22,PhD,statistics scikit-learn deep learning,data science technology,Data Scientist
23,PhD,computer vision python paper writing mathematics statistics pytorch,academia innovation technology artificial intelligence,AI Researcher
34,Bachelor's,react rest api html mongodb,software engineering entrepreneurship technology problem solving,Full Stack Developer
37,Master's,vue react ui development,creative coding web development technology user experience,Frontend Developer
21,Master's,object detection opencv pytorch image processing,research computer vision artificial intelligence,Computer Vision Engineer
25,Master's,copywriting storytelling analytics marketing social media,creativity media marketing writing,Content Strategist
18,Bachelor's,docker system design java nodejs,engineering technology,Backend Developer
24,PhD,model deployment pytorch feature engineering tensorflow mlops,software engineering automation technology research,Machine Learning Engineer
23,PhD,editing analytics seo storytelling,communications media,Content Strategist
34,Bachelor's,deep learning pytorch nltk,linguistics language research artificial intelligence,NLP Engineer
21,Bachelor's,mobile ui kotlin flutter,app development design technology mobile technology,Mobile Developer
36,Bachelor's,python system design java databases,technology system architecture engineering problem solving,Backend Developer
38,Master's,css javascript nodejs html mongodb react,web development software engineering,Full Stack Developer
24,Bachelor's,python vulnerability assessment cryptography firewalls,privacy problem solving digital forensics,Cybersecurity Analyst
34,Master's,html css rest api,technology entrepreneurship,Full Stack Developer
38,Bachelor's,c++ assembly serial communication embedded linux,iot electronics engineering automation,Embedded Systems Engineer
22,Bachelor's,spark data warehousing sql etl cloud platforms,infrastructure technology data engineering,Data Engineer
38,Bachelor's,email marketing branding data analysis ppc,social media marketing creativity,Digital Marketer
28,Master's,social media seo editing content writing marketing,writing communications creativity marketing,Content Strategist
34,PhD,ethical hacking linux siem python cryptography penetration testing,problem solving privacy technology cybersecurity,Cybersecurity Analyst
30,PhD,kubernetes linux monitoring aws git,automation technology engineering infrastructure,DevOps Engineer
40,Bachelor's,numpy machine learning python data visualization deep learning data analysis,artificial intelligence research,Data Scientist
36,Master's,reporting statistics pandas power bi,business decision making analytics data science,Data Analyst
27,Bachelor's,pytorch paper writing deep learning statistics,technology research artificial intelligence academia,AI Researcher
34,Bachelor's,c++ iot hardware programming,hardware automation engineering,Embedded Systems Engineer
31,Master's,pytorch research paper writing,academia research innovation technology,AI Researcher
26,Bachelor's,deep learning scikit-learn data visualization statistics python,data science analytics,Data Scientist
25,Master's,vulnerability assessment penetration testing ethical hacking python firewalls linux,technology privacy problem solving digital forensics,Cybersecurity Analyst
33,Bachelor's,numpy pandas data analysis sql statistics,research technology analytics,Data Scientist
29,Master's,terraform spring boot nodejs system design databases docker,problem solving system architecture software development technology,Backend Developer
20,Bachelor's,ci/cd aws linux,infrastructure automation,Cloud Engineer
38,Master's,firewalls siem python,privacy cybersecurity digital forensics technology,Cybersecurity Analyst
21,Master's,kafka airflow hadoop sql data pipelines python,infrastructure analytics data engineering technology,Data Engineer
33,Bachelor's,python object detection deep learning,computer vision technology artificial intelligence research,Computer Vision Engineer
31,Bachelor's,business intelligence process modeling data analysis requirements gathering agile,analytics management problem solving business,Business Analyst
34,Bachelor's,python kafka hadoop,technology big data data engineering,Data Engineer
24,Bachelor's,python ethical hacking penetration testing,privacy cybersecurity problem solving,Cybersecurity Analyst
35,Bachelor's,scrum risk management leadership communication stakeholder management,leadership business strategy,Project Manager
24,Bachelor's,html responsive design figma css javascript ui development,technology creative coding design,Frontend Developer
21,Bachelor's,serial communication assembly hardware programming embedded linux c,electronics automation,Embedded Systems Engineer
34,Bachelor's,agile business intelligence process modeling power bi documentation,analytics management strategy business,Business Analyst
24,Bachelor's,pytorch tensorflow computer vision,technology computer vision artificial intelligence,Computer Vision Engineer
40,PhD,sql microservices python spring boot,problem solving system architecture engineering technology,Backend Developer
20,Master's,python data analysis statistics scikit-learn,artificial intelligence research analytics data science,Data Scientist
18,Bachelor's,ui development webpack javascript responsive design,web development technology user experience,Frontend Developer
20,Bachelor's,content writing analytics seo content planning storytelling,creativity marketing,Content Strategist
27,Master's,tableau pandas statistics python reporting excel,data science decision making,Data Analyst
22,Bachelor's,content writing wordpress content planning,creativity marketing,Content Strategist
39,Master's,git linux terraform kubernetes docker ci/cd,engineering technology system reliability,DevOps Engineer
19,PhD,databases microservices rest api system design docker python,problem solving software development,Backend Developer
36,Bachelor's,deep learning data analysis scikit-learn data visualization,technology analytics,Data Scientist
21,Bachelor's,user research sketch figma css adobe xd,user experience creativity psychology technology,UI/UX Designer
24,Master's,marketing automation data visualization ppc seo copywriting branding,marketing creativity social media,Digital Marketer
40,PhD,content writing javascript social media seo,communications marketing,Content Strategist
26,Master's,terraform adobe xd kubernetes shell scripting monitoring linux,technology infrastructure engineering,DevOps Engineer
20,Master's,business intelligence python tableau,business analytics,Data Analyst
37,Bachelor's,bert text classification python pytorch,technology language,NLP Engineer
34,PhD,editing marketing copywriting,marketing creativity,Content Strategist
36,PhD,design thinking prototyping usability testing figma user research sketch,design user experience,UI/UX Designer
32,Bachelor's,pandas sql data analysis numpy scikit-learn,artificial intelligence research analytics,Data Scientist
30,PhD,sql spark data warehousing kafka,infrastructure analytics big data data engineering,Data Engineer
31,Bachelor's,social media marketing content writing copywriting,media communications creativity writing,Content Strategist
30,Bachelor's,java sql microservices spring boot system design nodejs,software development system architecture,Backend Developer
20,Bachelor's,communication jira project planning stakeholder management agile leadership,management strategy business,Project Manager
40,Master's,scrum agile stakeholder management communication,leadership business,Project Manager
34,Bachelor's,iot serial communication microcontrollers rtos,iot automation,Embedded Systems Engineer
25,Bachelor's,ethical hacking pandas firewalls,problem solving cybersecurity technology,Cybersecurity Analyst
18,Master's,pytorch object detection tensorflow python deep learning,photography technology research artificial intelligence,Computer Vision Engineer
24,Master's,cloud platforms etl python risk management airflow sql,big data data engineering analytics technology,Data Engineer
34,Master's,content planning content writing storytelling,writing media marketing creativity,Content Strategist
21,PhD,project planning agile communication,strategy management business,Project Manager
32,PhD,process modeling excel power bi documentation,business analytics management problem solving,Business Analyst
27,Bachelor's,google cloud aws networking,technology automation infrastructure engineering,Cloud Engineer
36,Bachelor's,python pytorch computer vision,artificial intelligence innovation,AI Researcher
29,Master's,wireframing usability testing figma ui design,psychology technology creativity,UI/UX Designer
32,Master's,model deployment storytelling seo,marketing media,Content Strategist
38,Master's,statistics computer vision mathematics deep learning paper writing,technology academia,AI Researcher
28,Master's,process modeling excel business intelligence documentation,problem solving business management analytics,Business Analyst
27,Bachelor's,css sketch usability testing ui design adobe xd,psychology user experience,UI/UX Designer
31,Bachelor's,data pipelines kafka python etl,big data analytics,Data Engineer
25,Bachelor's,text classification transformers deep learning python spacy,research artificial intelligence linguistics language,NLP Engineer
34,Bachelor's,pytorch text classification python,artificial intelligence linguistics,NLP Engineer
36,Master's,object detection deep learning tensorflow,artificial intelligence photography research,Computer Vision Engineer
29,Bachelor's,content planning marketing editing,marketing media communications creativity,Content Strategist
40,Bachelor's,sql statistics tensorflow research paper writing,technology artificial intelligence innovation research,AI Researcher
31,Master's,data pipelines spark airflow python,technology infrastructure big data analytics,Data Engineer
28,Master's,cloud platforms airflow ios spark kafka data warehousing,big data infrastructure analytics,Data Engineer
38,Master's,incident response cryptography firewalls,cybersecurity technology,Cybersecurity Analyst
22,Master's,model deployment deep learning mlops pytorch,software engineering technology research,Machine Learning Engineer
34,Master's,python rest api microservices sql system design java,engineering problem solving,Backend Developer
25,Master's,sql etl spark cloud platforms,big data data engineering analytics technology,Data Engineer
19,Bachelor's,text classification bert natural language processing spacy,linguistics language research,NLP Engineer
27,Bachelor's,pytorch deep learning machine learning scikit-learn docker,artificial intelligence automation research technology,Machine Learning Engineer
27,PhD,power bi python reporting sql,analytics finance decision making business,Data Analyst
37,Bachelor's,git kubernetes docker,system reliability infrastructure engineering,DevOps Engineer
18,Bachelor's,mobile ui rest api ios swift java,technology app development,Mobile Developer
28,Bachelor's,communication terraform azure cloud architecture google cloud,technology automation,Cloud Engineer
19,Bachelor's,hardware programming assembly serial communication,hardware engineering,Embedded Systems Engineer
28,Bachelor's,python data augmentation image processing object detection,computer vision technology research,Computer Vision Engineer
33,Bachelor's,adobe xd prototyping wireframing sketch,user experience design psychology,UI/UX Designer
18,Bachelor's,feature engineering docker scikit-learn,research automation software engineering,Machine Learning Engineer
19,Bachelor's,data visualization statistics machine learning data analysis python numpy,research technology data science artificial intelligence,Data Scientist
20,Bachelor's,paper writing statistics mathematics research,artificial intelligence technology research,AI Researcher
31,Bachelor's,kubernetes ansible aws monitoring,technology automation,DevOps Engineer
18,Master's,copywriting content planning seo,creativity media writing communications,Content Strategist
36,Master's,java spring boot rest api python sql,technology software development,Backend Developer
27,Bachelor's,communication documentation jira budgeting agile stakeholder management,management leadership strategy business,Project Manager
22,PhD,kotlin flutter react native rest api java,user experience mobile technology app development technology,Mobile Developer
31,Master's,communication scrum stakeholder management,team collaboration leadership,Project Manager
27,Bachelor's,system design docker microservices rest api,engineering technology,Backend Developer
37,Bachelor's,python data analysis deep learning,data science artificial intelligence,Data Scientist
37,Bachelor's,paper writing natural language processing statistics pytorch,innovation artificial intelligence,AI Researcher
31,Master's,scikit-learn statistics numpy,artificial intelligence analytics research,Data Scientist
31,Master's,python transformers pandas excel,analytics decision making data science finance,Data Analyst
40,Bachelor's,natural language processing rest api flutter mobile ui ios react native,app development user experience design mobile technology,Mobile Developer
30,Bachelor's,html vue typescript figma webpack css,user experience technology,Frontend Developer
30,Master's,javascript sql git docker,technology software engineering problem solving web development,Full Stack Developer
32,Bachelor's,spacy pytorch python text classification huggingface nltk,artificial intelligence technology linguistics,NLP Engineer
30,Bachelor's,pcb design serial communication hardware programming c microcontrollers c++,electronics iot engineering hardware,Embedded Systems Engineer
37,Master's,text classification nltk bert spacy natural language processing,research artificial intelligence linguistics,NLP Engineer
18,Bachelor's,terraform networking linux aws docker kubernetes,infrastructure automation,Cloud Engineer
29,Master's,rest api kotlin ios flutter java,user experience technology mobile technology design,Mobile Developer
19,Master's,editing content planning wordpress marketing seo copywriting,creativity writing,Content Strategist
21,PhD,assembly hardware programming c++,automation hardware electronics,Embedded Systems Engineer
25,Master's,seo marketing social media content planning,marketing communications writing creativity,Content Strategist
36,Bachelor's,css responsive design react ui development html,technology creative coding design user experience,Frontend Developer
29,Bachelor's,react native kotlin swift mobile ui,app development user experience design mobile technology,Mobile Developer
37,Bachelor's,ui development css vue typescript,web development user experience technology,Frontend Developer
23,Bachelor's,airflow data warehousing hadoop,infrastructure analytics technology,Data Engineer
38,PhD,linux docker aws,engineering infrastructure technology system reliability,DevOps Engineer
18,Bachelor's,research mathematics tensorflow statistics,research academia innovation technology,AI Researcher
32,Bachelor's,computer vision python opencv deep learning data augmentation convolutional neural networks,technology research computer vision,Computer Vision Engineer
18,Bachelor's,python tableau power bi,decision making business analytics finance,Data Analyst
34,Bachelor's,convolutional neural networks tensorflow deep learning pytorch image processing opencv,artificial intelligence photography computer vision technology,Computer Vision Engineer
30,Master's,spark hadoop data pipelines,analytics data engineering big data technology,Data Engineer
37,Bachelor's,copywriting branding power bi,social media marketing business communications,Digital Marketer
19,Master's,mobile ui android ios react native flutter rest api,app development mobile technology,Mobile Developer
36,PhD,analytics copywriting editing marketing,marketing communications writing creativity,Content Strategist
36,PhD,editing content writing analytics content planning copywriting,media writing communications,Content Strategist
29,PhD,linux cloud architecture networking azure,automation infrastructure cloud computing,Cloud Engineer
36,Bachelor's,flutter rest api firebase kotlin android,design mobile technology app development,Mobile Developer
29,Master's,pytorch object detection convolutional neural networks,computer vision photography technology,Computer Vision Engineer
19,Bachelor's,deep learning data augmentation object detection pytorch image processing opencv,technology photography,Computer Vision Engineer
21,Bachelor's,cryptography penetration testing incident response firewalls siem,technology problem solving,Cybersecurity Analyst
40,Master's,business intelligence requirements gathering documentation,strategy analytics management,Business Analyst
36,Bachelor's,wireframing design thinking prototyping,user experience technology,UI/UX Designer
40,Master's,documentation stakeholder management project planning scrum leadership,leadership team collaboration management,Project Manager
28,Bachelor's,tensorflow statistics natural language processing computer vision research mathematics,academia research innovation,AI Researcher
32,Bachelor's,computer vision natural language processing mathematics research paper writing,technology artificial intelligence,AI Researcher
22,Master's,storytelling content writing content planning,marketing communications,Content Strategist
21,Master's,kafka data pipelines cloud platforms,technology infrastructure,Data Engineer
37,Bachelor's,mongodb nodejs sql html,software engineering entrepreneurship web development problem solving,Full Stack Developer
19,Bachelor's,terraform git docker,system reliability automation,DevOps Engineer
40,Bachelor's,opencv computer vision data augmentation,artificial intelligence photography technology,Computer Vision Engineer
38,Bachelor's,tensorflow deep learning computer vision image processing convolutional neural networks data augmentation,artificial intelligence computer vision technology,Computer Vision Engineer
22,Bachelor's,risk management leadership communication budgeting project planning,leadership business management,Project Manager
36,Master's,ios swift flutter rest api android,technology user experience,Mobile Developer
18,Bachelor's,python tableau power bi statistics data visualization business intelligence,data science analytics business,Data Analyst
30,Bachelor's,microservices sql spring boot java,engineering system architecture problem solving technology,Backend Developer
30,Bachelor's,flutter firebase ios rest api java,user experience design,Mobile Developer
28,Bachelor's,natural language processing pytorch statistics,research artificial intelligence,AI Researcher
